instance,response,bagID,1,8,-0.117,5,1,8,-0.117
6044,1,98,1,13,0.025,0,1,13,0.025
6045,1,98,1,13,0.025,0,1,13,0.025
6046,1,98,1,8,-0.105,0,1,3,0.025
6047,1,98,1,3,0.025,0,1,8,-0.105
6048,1,98,1,3,0.025,0,1,8,-0.105
6049,1,98,1,8,-0.105,0,1,3,0.025
6050,1,98,1,3,0.025,0,4,1,0.075
6051,1,98,4,1,0.075,0,1,3,0.025
6052,1,98,1,3,0.025,0,4,1,0.075
6053,1,98,4,1,0.075,0,1,3,0.025
6054,1,98,1,8,-0.105,0,2,30,-0.176
6055,1,98,2,30,-0.176,0,1,8,-0.105
6056,1,98,1,8,-0.105,0,6,19,0.824
6057,1,98,6,19,0.824,0,1,8,-0.105
6058,1,98,7,20,-0.376,1,6,19,0.824
6059,1,98,6,19,0.824,1,7,20,-0.376
6060,1,98,6,19,0.824,1,7,20,-0.376
6061,1,98,7,20,-0.376,1,6,19,0.824
6062,1,99,1,7,-0.004,5,1,7,-0.134
6063,1,99,1,7,-0.134,5,1,7,-0.004
6064,1,99,1,7,-0.134,5,1,7,-0.134
6065,1,99,1,7,-0.134,5,1,7,-0.134
6066,1,99,1,7,-0.134,5,1,7,0.096
6067,1,99,1,7,0.096,5,1,7,-0.134
6068,1,99,1,7,0.096,5,7,27,-0.034
6069,1,99,7,27,-0.034,5,1,7,0.096
6070,1,99,7,27,-0.034,5,1,7,-0.004
6071,1,99,1,7,-0.004,5,7,27,-0.034
6072,1,99,1,7,-0.004,0,6,19,0.797
6073,1,99,6,19,0.797,0,1,7,-0.004
6074,1,99,6,19,0.797,1,7,20,-0.403
6075,1,99,7,20,-0.403,1,6,19,0.797
6076,1,99,6,19,0.797,1,7,20,-0.403
6077,1,99,7,20,-0.403,1,6,19,0.797
6078,1,99,1,7,0.096,0,1,4,0.597
6079,1,99,1,4,0.597,0,1,7,0.096
6080,1,99,1,4,0.597,1,6,15,-0.404
6081,1,99,6,15,-0.404,1,1,4,0.597
6082,1,99,6,15,-0.404,0,6,15,-0.404
6083,1,99,6,15,-0.404,0,6,15,-0.404
6084,1,99,6,15,-0.404,0,1,4,0.597
6085,1,99,1,4,0.597,0,6,15,-0.404
6086,1,99,1,4,0.597,0,1,5,-0.204
6087,1,99,1,5,-0.204,0,1,4,0.597
6088,1,99,1,4,0.597,1,7,20,-0.553
6089,1,99,7,20,-0.553,1,1,4,0.597
6090,1,99,1,5,-0.204,1,1,5,-0.204
6091,1,99,1,5,-0.204,1,1,5,-0.204
6092,1,99,1,7,0.096,5,1,7,-0.134
6093,1,99,1,7,-0.134,5,1,7,0.096
6094,1,99,1,7,-0.134,5,1,7,-0.134
6095,1,99,1,7,-0.134,5,1,7,-0.134
6096,1,99,1,7,-0.134,5,1,7,-0.004
6097,1,99,1,7,-0.004,5,1,7,-0.134
6098,1,99,1,7,-0.004,5,1,7,-0.134
6099,1,99,1,7,-0.134,5,1,7,-0.004
6100,1,99,1,7,-0.134,5,1,7,0.096
6101,1,99,1,7,0.096,5,1,7,-0.134
6102,1,99,1,7,-0.004,0,6,19,0.797
6103,1,99,6,19,0.797,0,1,7,-0.004
6104,1,99,6,19,0.797,1,7,20,-0.404
6105,1,99,7,20,-0.404,1,6,19,0.797
6106,1,99,6,19,0.797,1,7,20,-0.403
6107,1,99,7,20,-0.403,1,6,19,0.797
6108,1,99,1,7,-0.134,0,4,1,0.126
6109,1,99,4,1,0.126,0,1,7,-0.134
6110,1,99,1,7,-0.134,0,4,1,0.126
6111,1,99,4,1,0.126,0,1,7,-0.134
6112,1,99,1,4,0.597,0,4,1,0.046
6113,1,99,4,1,0.046,0,1,4,0.597
6114,1,99,6,15,-0.404,0,4,0,0.246
6115,1,99,4,0,0.246,0,6,15,-0.404
6116,1,99,1,5,-0.204,0,4,1,0.096
6117,1,99,4,1,0.096,0,1,5,-0.204
6118,1,99,1,7,-0.134,0,4,1,0.126
6119,1,99,4,1,0.126,0,1,7,-0.134
6120,1,99,1,7,-0.134,0,4,1,0.126
6121,1,99,4,1,0.126,0,1,7,-0.134
6122,1,99,1,7,-0.134,0,4,1,0.126
6123,1,99,4,1,0.126,0,1,7,-0.134
6124,1,99,1,5,-0.204,0,1,7,0.096
6125,1,99,1,7,0.096,0,1,5,-0.204
6126,1,99,1,5,-0.204,0,4,1,0.096
6127,1,99,4,1,0.096,0,1,5,-0.204
6128,1,100,1,8,-0.128,5,1,8,-0.128
6129,1,100,1,8,-0.128,5,1,8,-0.128
6130,1,100,1,8,-0.128,5,1,8,0.102
6131,1,100,1,8,0.102,5,1,8,-0.128
6132,1,100,1,8,0.102,5,1,13,0.002
6133,1,100,1,13,0.002,5,1,8,0.102
6134,1,100,1,13,0.002,5,1,8,-0.128
6135,1,100,1,8,-0.128,5,1,13,0.002
6136,1,100,1,8,-0.128,5,1,8,-0.128
6137,1,100,1,8,-0.128,5,1,8,-0.128
6138,1,100,1,8,-0.128,5,1,8,-0.128
6139,1,100,1,8,-0.128,5,1,8,-0.128
6140,1,100,1,8,-0.128,0,4,1,0.132
6141,1,100,4,1,0.132,0,1,8,-0.128
6142,1,100,1,8,-0.128,0,4,1,0.132
6143,1,100,4,1,0.132,0,1,8,-0.128
6144,1,100,1,8,-0.128,0,4,1,0.132
6145,1,100,4,1,0.132,0,1,8,-0.128
6146,1,100,1,8,0.102,5,1,8,-0.128
6147,1,100,1,8,-0.128,5,1,8,0.102
6148,1,100,1,8,-0.128,5,1,8,-0.128
6149,1,100,1,8,-0.128,5,1,8,-0.128
6150,1,100,1,8,-0.128,5,1,8,-0.128
6151,1,100,1,8,-0.128,5,1,8,-0.128
6152,1,100,1,8,-0.128,5,1,8,-0.128
6153,1,100,1,8,-0.128,5,1,8,-0.128
6154,1,100,1,8,-0.128,5,1,13,0.002
6155,1,100,1,13,0.002,5,1,8,-0.128
6156,1,100,1,13,0.002,5,1,8,0.102
6157,1,100,1,8,0.102,5,1,13,0.002
6158,1,100,1,8,-0.128,0,4,1,0.132
6159,1,100,4,1,0.132,0,1,8,-0.128
6160,1,100,1,8,-0.128,0,4,1,0.132
6161,1,100,4,1,0.132,0,1,8,-0.128
6162,1,100,1,8,-0.128,0,4,1,0.132
6163,1,100,4,1,0.132,0,1,8,-0.128
6164,1,100,1,13,0.002,0,1,13,0.002
6165,1,100,1,13,0.002,0,1,13,0.002
6166,1,100,1,8,0.102,0,1,4,0.553
6167,1,100,1,4,0.553,0,1,8,0.102
6168,1,100,1,4,0.553,0,1,8,0.102
6169,1,100,1,8,0.102,0,1,4,0.553
6170,1,100,1,8,-0.128,0,6,19,0.803
6171,1,100,6,19,0.803,0,1,8,-0.128
6172,1,100,1,8,-0.128,0,6,19,0.803
6173,1,100,6,19,0.803,0,1,8,-0.128
6174,1,100,7,20,-0.397,1,6,19,0.803
6175,1,100,6,19,0.803,1,7,20,-0.397
6176,1,100,6,19,0.803,1,7,20,-0.397
6177,1,100,7,20,-0.397,1,6,19,0.803
6178,1,100,6,19,0.803,1,7,20,-0.397
6179,1,100,7,20,-0.397,1,6,19,0.803
6180,1,100,6,19,0.803,1,7,20,-0.397
6181,1,100,7,20,-0.397,1,6,19,0.803
6182,1,100,1,4,0.553,1,7,20,-0.547
6183,1,100,7,20,-0.547,1,1,4,0.553
6184,1,101,1,8,-0.122,5,1,8,-0.122
6185,1,101,1,8,-0.122,5,1,8,-0.122
6186,1,101,1,8,-0.122,5,1,11,0.008
6187,1,101,1,11,0.008,5,1,8,-0.122
6188,1,101,1,11,0.008,5,1,11,-0.092
6189,1,101,1,11,-0.092,5,1,11,0.008
6190,1,101,1,11,-0.092,5,1,12,0.008
6191,1,101,1,12,0.008,5,1,11,-0.092
6192,1,101,1,12,0.008,5,1,8,-0.122
6193,1,101,1,8,-0.122,5,1,12,0.008
6194,1,101,1,8,-0.122,5,1,8,-0.122
6195,1,101,1,8,-0.122,5,1,8,-0.122
6196,1,101,1,8,-0.122,0,4,1,0.138
6197,1,101,4,1,0.138,0,1,8,-0.122
6198,1,101,1,8,-0.122,0,4,1,0.138
6199,1,101,4,1,0.138,0,1,8,-0.122
6200,1,101,1,8,-0.122,0,4,1,0.138
6201,1,101,4,1,0.138,0,1,8,-0.122
6202,1,101,1,11,0.008,5,1,8,-0.122
6203,1,101,1,8,-0.122,5,1,11,0.008
6204,1,101,1,8,-0.122,5,1,8,0.258
6205,1,101,1,8,0.258,5,1,8,-0.122
6206,1,101,1,8,0.258,5,1,8,-0.122
6207,1,101,1,8,-0.122,5,1,8,0.258
6208,1,101,1,8,-0.122,5,1,13,0.008
6209,1,101,1,13,0.008,5,1,8,-0.122
6210,1,101,1,13,0.008,5,1,11,-0.092
6211,1,101,1,11,-0.092,5,1,13,0.008
6212,1,101,1,8,-0.122,0,4,1,0.138
6213,1,101,4,1,0.138,0,1,8,-0.122
6214,1,101,1,12,0.008,5,1,12,0.008
6215,1,101,1,12,0.008,5,1,12,0.008
6216,1,101,1,12,0.008,5,1,8,-0.122
6217,1,101,1,8,-0.122,5,1,12,0.008
6218,1,101,1,8,-0.122,5,1,8,-0.122
6219,1,101,1,8,-0.122,5,1,8,-0.122
6220,1,101,1,8,-0.122,5,1,8,-0.122
6221,1,101,1,8,-0.122,5,1,8,-0.122
6222,1,101,1,8,-0.122,5,1,8,-0.122
6223,1,101,1,8,-0.122,5,1,8,-0.122
6224,1,101,1,8,-0.122,5,1,12,0.008
6225,1,101,1,12,0.008,5,1,8,-0.122
6226,1,101,1,8,-0.122,0,4,1,0.138
6227,1,101,4,1,0.138,0,1,8,-0.122
6228,1,101,1,8,-0.122,0,4,1,0.138
6229,1,101,4,1,0.138,0,1,8,-0.122
6230,1,101,1,8,-0.122,0,4,1,0.138
6231,1,101,4,1,0.138,0,1,8,-0.122
6232,1,101,1,12,0.008,0,1,12,0.008
6233,1,101,1,12,0.008,0,1,12,0.008
6234,1,101,1,8,-0.122,0,6,19,0.807
6235,1,101,6,19,0.807,0,1,8,-0.122
6236,1,101,1,8,0.258,0,7,23,-0.643
6237,1,101,7,23,-0.643,0,1,8,0.258
6238,1,101,7,20,-0.392,1,6,19,0.807
6239,1,101,6,19,0.807,1,7,20,-0.392
6240,1,101,6,19,0.807,1,7,20,-0.392
6241,1,101,7,20,-0.392,1,6,19,0.807
6242,1,101,7,23,-0.643,0,4,2,0.408
6243,1,101,4,2,0.408,0,7,23,-0.643
6244,1,101,1,8,-0.122,0,4,1,0.138
6245,1,101,4,1,0.138,0,1,8,-0.122
6246,1,101,1,13,0.008,0,1,12,0.008
6247,1,101,1,12,0.008,0,1,13,0.008
6248,1,102,1,8,-0.114,5,1,8,-0.114
6249,1,102,1,8,-0.114,5,1,8,-0.114
6250,1,102,1,8,-0.114,5,1,11,0.016
6251,1,102,1,11,0.016,5,1,8,-0.114
6252,1,102,1,11,0.016,5,1,11,-0.084
6253,1,102,1,11,-0.084,5,1,11,0.016
6254,1,102,1,11,-0.084,5,1,8,-0.114
6255,1,102,1,8,-0.114,5,1,11,-0.084
6256,1,102,1,8,-0.114,5,1,8,-0.114
6257,1,102,1,8,-0.114,5,1,8,-0.114
6258,1,102,1,8,-0.114,5,1,8,-0.114
6259,1,102,1,8,-0.114,5,1,8,-0.114
6260,1,102,1,8,-0.114,0,4,1,0.145
6261,1,102,4,1,0.145,0,1,8,-0.114
6262,1,102,1,8,-0.114,0,4,1,0.145
6263,1,102,4,1,0.145,0,1,8,-0.114
6264,1,102,1,8,-0.114,0,4,1,0.145
6265,1,102,4,1,0.145,0,1,8,-0.114
6266,1,102,1,8,-0.114,0,4,1,0.145
6267,1,102,4,1,0.145,0,1,8,-0.114
6268,1,102,1,11,0.016,5,1,8,-0.114
6269,1,102,1,8,-0.114,5,1,11,0.016
6270,1,102,1,8,-0.114,5,1,11,0.016
6271,1,102,1,11,0.016,5,1,8,-0.114
6272,1,102,1,11,0.016,5,1,34,-0.084
6273,1,102,1,34,-0.084,5,1,11,0.016
6274,1,102,1,34,-0.084,5,1,34,-0.084
6275,1,102,1,34,-0.084,5,1,34,-0.084
6276,1,102,1,34,-0.084,5,1,11,-0.084
6277,1,102,1,11,-0.084,5,1,34,-0.084
6278,1,102,1,8,-0.114,0,4,1,0.145
6279,1,102,4,1,0.145,0,1,8,-0.114
6280,1,102,1,11,0.016,5,1,8,-0.114
6281,1,102,1,8,-0.114,5,1,11,0.016
6282,1,102,1,8,-0.114,5,1,8,-0.114
6283,1,102,1,8,-0.114,5,1,8,-0.114
6284,1,102,1,8,-0.114,5,1,11,0.016
6285,1,102,1,11,0.016,5,1,8,-0.114
6286,1,102,1,11,0.016,5,1,11,-0.084
6287,1,102,1,11,-0.084,5,1,11,0.016
6288,1,102,1,11,-0.084,5,1,34,-0.084
6289,1,102,1,34,-0.084,5,1,11,-0.084
6290,1,102,1,8,-0.114,0,4,1,0.145
6291,1,102,4,1,0.145,0,1,8,-0.114
6292,1,102,1,8,-0.114,0,4,1,0.145
6293,1,102,4,1,0.145,0,1,8,-0.114
6294,1,102,1,11,-0.084,5,1,11,0.016
6295,1,102,1,11,0.016,5,1,11,-0.084
6296,1,102,1,11,0.016,5,1,8,-0.114
6297,1,102,1,8,-0.114,5,1,11,0.016
6298,1,102,1,8,-0.114,5,1,8,-0.114
6299,1,102,1,8,-0.114,5,1,8,-0.114
6300,1,102,1,8,-0.114,5,1,34,-0.084
6301,1,102,1,34,-0.084,5,1,8,-0.114
6302,1,102,1,8,-0.114,0,4,1,0.145
6303,1,102,4,1,0.145,0,1,8,-0.114
6304,1,102,1,8,-0.114,0,4,1,0.145
6305,1,102,4,1,0.145,0,1,8,-0.114
6306,1,102,1,11,0.016,5,1,8,-0.114
6307,1,102,1,8,-0.114,5,1,11,0.016
6308,1,102,1,8,-0.114,5,1,8,-0.114
6309,1,102,1,8,-0.114,5,1,8,-0.114
6310,1,102,1,8,-0.114,5,1,8,-0.114
6311,1,102,1,8,-0.114,5,1,8,-0.114
6312,1,102,1,8,-0.114,5,1,11,0.016
6313,1,102,1,11,0.016,5,1,8,-0.114
6314,1,102,1,8,-0.114,0,4,1,0.145
6315,1,102,4,1,0.145,0,1,8,-0.114
6316,1,102,1,8,-0.114,0,4,1,0.145
6317,1,102,4,1,0.145,0,1,8,-0.114
6318,1,102,1,8,-0.114,0,6,19,0.815
6319,1,102,6,19,0.815,0,1,8,-0.114
6320,1,102,6,19,0.815,1,7,20,-0.385
6321,1,102,7,20,-0.385,1,6,19,0.815
6322,1,102,6,19,0.815,1,7,20,-0.385
6323,1,102,7,20,-0.385,1,6,19,0.815
6324,1,103,1,8,-0.114,5,1,8,-0.114
6325,1,103,1,8,-0.114,5,1,8,-0.114
6326,1,103,1,8,-0.114,5,1,8,-0.114
6327,1,103,1,8,-0.114,5,1,8,-0.114
6328,1,103,1,8,-0.114,5,1,13,0.016
6329,1,103,1,13,0.016,5,1,8,-0.114
6330,1,103,1,13,0.016,5,1,8,-0.114
6331,1,103,1,8,-0.114,5,1,13,0.016
6332,1,103,1,8,-0.114,5,1,8,-0.114
6333,1,103,1,8,-0.114,5,1,8,-0.114
6334,1,103,1,8,-0.114,5,1,8,-0.114
6335,1,103,1,8,-0.114,5,1,8,-0.114
6336,1,103,1,8,-0.114,0,4,1,0.145
6337,1,103,4,1,0.145,0,1,8,-0.114
6338,1,103,1,8,-0.114,0,4,1,0.145
6339,1,103,4,1,0.145,0,1,8,-0.114
6340,1,103,1,8,-0.114,0,4,1,0.145
6341,1,103,4,1,0.145,0,1,8,-0.114
6342,1,103,1,8,-0.114,5,1,8,-0.114
6343,1,103,1,8,-0.114,5,1,8,-0.114
6344,1,103,1,8,-0.114,5,1,8,-0.114
6345,1,103,1,8,-0.114,5,1,8,-0.114
6346,1,103,1,8,-0.114,5,1,8,-0.114
6347,1,103,1,8,-0.114,5,1,8,-0.114
6348,1,103,1,8,-0.114,5,1,8,-0.114
6349,1,103,1,8,-0.114,5,1,8,-0.114
6350,1,103,1,8,-0.114,5,1,13,0.016
6351,1,103,1,13,0.016,5,1,8,-0.114
6352,1,103,1,13,0.016,5,1,8,-0.114
6353,1,103,1,8,-0.114,5,1,13,0.016
6354,1,103,1,8,-0.114,0,4,1,0.145
6355,1,103,4,1,0.145,0,1,8,-0.114
6356,1,103,1,8,-0.114,0,4,1,0.145
6357,1,103,4,1,0.145,0,1,8,-0.114
6358,1,103,1,8,-0.114,0,4,1,0.145
6359,1,103,4,1,0.145,0,1,8,-0.114
6360,1,103,1,13,0.016,0,1,13,0.016
6361,1,103,1,13,0.016,0,1,13,0.016
6362,1,103,1,8,-0.114,0,1,3,0.016
6363,1,103,1,3,0.016,0,1,8,-0.114
6364,1,103,1,3,0.016,0,1,8,-0.114
6365,1,103,1,8,-0.114,0,1,3,0.016
6366,1,103,1,3,0.016,0,4,1,0.066
6367,1,103,4,1,0.066,0,1,3,0.016
6368,1,103,1,3,0.016,0,4,1,0.066
6369,1,103,4,1,0.066,0,1,3,0.016
6370,1,103,1,8,-0.114,0,6,19,0.815
6371,1,103,6,19,0.815,0,1,8,-0.114
6372,1,103,1,8,-0.114,0,6,19,0.815
6373,1,103,6,19,0.815,0,1,8,-0.114
6374,1,103,7,20,-0.385,1,6,19,0.815
6375,1,103,6,19,0.815,1,7,20,-0.385
6376,1,103,6,19,0.815,1,7,20,-0.385
6377,1,103,7,20,-0.385,1,6,19,0.815
6378,1,103,7,20,-0.385,1,6,19,0.815
6379,1,103,6,19,0.815,1,7,20,-0.385
6380,1,103,6,19,0.815,1,7,20,-0.385
6381,1,103,7,20,-0.385,1,6,19,0.815
6382,1,104,1,8,-0.118,5,1,8,-0.118
6383,1,104,1,8,-0.118,5,1,8,-0.118
6384,1,104,1,8,-0.118,5,1,11,0.012
6385,1,104,1,11,0.012,5,1,8,-0.118
6386,1,104,1,11,0.012,5,1,11,-0.089
6387,1,104,1,11,-0.089,5,1,11,0.012
6388,1,104,1,11,-0.089,5,1,11,0.012
6389,1,104,1,11,0.012,5,1,11,-0.089
6390,1,104,1,11,0.012,5,1,8,-0.118
6391,1,104,1,8,-0.118,5,1,11,0.012
6392,1,104,1,8,-0.118,5,1,8,-0.118
6393,1,104,1,8,-0.118,5,1,8,-0.118
6394,1,104,1,11,0.012,5,1,8,-0.118
6395,1,104,1,8,-0.118,5,1,11,0.012
6396,1,104,1,8,-0.118,5,1,8,-0.118
6397,1,104,1,8,-0.118,5,1,8,-0.118
6398,1,104,1,8,-0.118,5,1,11,0.012
6399,1,104,1,11,0.012,5,1,8,-0.118
6400,1,104,1,11,0.012,5,1,11,-0.089
6401,1,104,1,11,-0.089,5,1,11,0.012
6402,1,104,1,11,-0.089,5,1,11,-0.089
6403,1,104,1,11,-0.089,5,1,11,-0.089
6404,1,104,1,11,-0.089,5,1,11,0.012
6405,1,104,1,11,0.012,5,1,11,-0.089
6406,1,104,1,11,0.012,5,1,8,0.012
6407,1,104,1,8,0.012,5,1,11,0.012
6408,1,104,1,8,0.012,5,1,8,0.012
6409,1,104,1,8,0.012,5,1,8,0.012
6410,1,104,1,8,0.012,5,1,11,0.012
6411,1,104,1,11,0.012,5,1,8,0.012
6412,1,104,1,11,0.012,5,1,8,-0.118
6413,1,104,1,8,-0.118,5,1,11,0.012
6414,1,104,1,8,-0.118,5,1,8,-0.118
6415,1,104,1,8,-0.118,5,1,8,-0.118
6416,1,104,1,8,-0.118,5,1,8,-0.118
6417,1,104,1,8,-0.118,5,1,8,-0.118
6418,1,104,1,8,-0.118,5,1,11,0.012
6419,1,104,1,11,0.012,5,1,8,-0.118
6420,1,104,1,8,0.012,0,1,3,-0.089
6421,1,104,1,3,-0.089,0,1,8,0.012
6422,1,104,1,3,-0.089,0,1,3,-0.089
6423,1,104,1,3,-0.089,0,1,3,-0.089
6424,1,104,1,3,-0.089,0,1,3,-0.089
6425,1,104,1,3,-0.089,0,1,3,-0.089
6426,1,104,1,3,-0.089,0,1,3,-0.089
6427,1,104,1,3,-0.089,0,1,3,-0.089
6428,1,104,1,3,-0.089,0,1,8,0.012
6429,1,104,1,8,0.012,0,1,3,-0.089
6430,1,104,6,19,0.811,0,1,8,-0.118
6431,1,104,1,8,-0.118,0,6,19,0.811
6432,1,104,1,8,-0.118,0,6,19,0.811
6433,1,104,6,19,0.811,0,1,8,-0.118
6434,1,104,7,20,-0.39,1,6,19,0.811
6435,1,104,6,19,0.811,1,7,20,-0.39
6436,1,104,6,19,0.811,1,7,20,-0.389
6437,1,104,7,20,-0.389,1,6,19,0.811
6438,1,104,6,19,0.811,1,7,20,-0.389
6439,1,104,7,20,-0.389,1,6,19,0.811
6440,1,104,7,20,-0.39,1,6,19,0.811
6441,1,104,6,19,0.811,1,7,20,-0.39
6442,1,104,1,8,-0.118,0,4,1,0.141
6443,1,104,4,1,0.141,0,1,8,-0.118
6444,1,104,1,8,-0.118,0,4,1,0.141
6445,1,104,4,1,0.141,0,1,8,-0.118
6446,1,104,1,8,-0.118,0,4,1,0.141
6447,1,104,4,1,0.141,0,1,8,-0.118
6448,1,104,1,8,-0.118,0,4,1,0.141
6449,1,104,4,1,0.141,0,1,8,-0.118
6450,1,104,1,8,-0.118,0,4,1,0.141
6451,1,104,4,1,0.141,0,1,8,-0.118
6452,1,104,1,8,-0.118,0,4,1,0.141
6453,1,104,4,1,0.141,0,1,8,-0.118
6454,1,104,1,3,-0.089,0,4,1,0.062
6455,1,104,4,1,0.062,0,1,3,-0.089
6456,1,104,1,3,-0.089,0,4,1,0.062
6457,1,104,4,1,0.062,0,1,3,-0.089
6458,1,104,1,3,-0.089,0,4,1,0.062
6459,1,104,4,1,0.062,0,1,3,-0.089
6460,1,104,1,3,-0.089,0,4,1,0.062
6461,1,104,4,1,0.062,0,1,3,-0.089
6462,1,104,1,3,-0.089,0,4,1,0.062
6463,1,104,4,1,0.062,0,1,3,-0.089
6464,1,104,1,3,-0.089,0,4,1,0.062
6465,1,104,4,1,0.062,0,1,3,-0.089
6466,1,104,1,3,-0.089,0,4,1,0.062
6467,1,104,4,1,0.062,0,1,3,-0.089
6468,1,104,1,3,-0.089,0,4,1,0.062
6469,1,104,4,1,0.062,0,1,3,-0.089
6470,1,105,1,8,-0.118,5,1,8,-0.118
6471,1,105,1,8,-0.118,5,1,8,-0.118
6472,1,105,1,8,-0.118,5,1,8,-0.118
6473,1,105,1,8,-0.118,5,1,8,-0.118
6474,1,105,1,8,-0.118,5,1,13,0.012
6475,1,105,1,13,0.012,5,1,8,-0.118
6476,1,105,1,13,0.012,5,1,8,-0.118
6477,1,105,1,8,-0.118,5,1,13,0.012
6478,1,105,1,8,-0.118,5,1,8,-0.118
6479,1,105,1,8,-0.118,5,1,8,-0.118
6480,1,105,1,8,-0.118,5,1,8,-0.118
6481,1,105,1,8,-0.118,5,1,8,-0.118
6482,1,105,1,8,-0.118,0,4,1,0.141
6483,1,105,4,1,0.141,0,1,8,-0.118
6484,1,105,1,8,-0.118,0,4,1,0.141
6485,1,105,4,1,0.141,0,1,8,-0.118
6486,1,105,1,8,-0.118,0,4,1,0.141
6487,1,105,4,1,0.141,0,1,8,-0.118
6488,1,105,1,8,-0.118,0,4,1,0.141
6489,1,105,4,1,0.141,0,1,8,-0.118
6490,1,105,1,8,-0.118,5,1,8,-0.118
6491,1,105,1,8,-0.118,5,1,8,-0.118
6492,1,105,1,8,-0.118,5,1,8,-0.118
6493,1,105,1,8,-0.118,5,1,8,-0.118
6494,1,105,1,8,-0.118,5,1,8,-0.118
6495,1,105,1,8,-0.118,5,1,8,-0.118
6496,1,105,1,8,-0.118,5,1,8,-0.118
6497,1,105,1,8,-0.118,5,1,8,-0.118
6498,1,105,1,8,-0.118,5,1,13,0.012
6499,1,105,1,13,0.012,5,1,8,-0.118
6500,1,105,1,13,0.012,5,1,8,-0.118
6501,1,105,1,8,-0.118,5,1,13,0.012
6502,1,105,1,8,-0.118,0,4,1,0.141
6503,1,105,4,1,0.141,0,1,8,-0.118
6504,1,105,1,8,-0.118,0,4,1,0.141
6505,1,105,4,1,0.141,0,1,8,-0.118
6506,1,105,1,8,-0.118,0,4,1,0.141
6507,1,105,4,1,0.141,0,1,8,-0.118
6508,1,105,1,13,0.012,0,1,13,0.012
6509,1,105,1,13,0.012,0,1,13,0.012
6510,1,105,1,8,-0.118,0,1,3,0.012
6511,1,105,1,3,0.012,0,1,8,-0.118
6512,1,105,1,3,0.012,0,1,8,-0.118
6513,1,105,1,8,-0.118,0,1,3,0.012
6514,1,105,1,3,0.012,0,4,1,0.062
6515,1,105,4,1,0.062,0,1,3,0.012
6516,1,105,1,3,0.012,0,4,1,0.062
6517,1,105,4,1,0.062,0,1,3,0.012
6518,1,105,1,8,-0.118,0,6,19,0.811
6519,1,105,6,19,0.811,0,1,8,-0.118
6520,1,105,7,20,-0.389,1,6,19,0.811
6521,1,105,6,19,0.811,1,7,20,-0.389
6522,1,105,6,19,0.811,1,7,20,-0.389
6523,1,105,7,20,-0.389,1,6,19,0.811
6524,1,106,1,8,-0.123,5,1,8,-0.123
6525,1,106,1,8,-0.123,5,1,8,-0.123
6526,1,106,1,8,-0.123,5,1,11,0.007
6527,1,106,1,11,0.007,5,1,8,-0.123
6528,1,106,1,11,0.007,5,1,11,-0.093
6529,1,106,1,11,-0.093,5,1,11,0.007
6530,1,106,1,11,-0.093,5,1,12,0.007
6531,1,106,1,12,0.007,5,1,11,-0.093
6532,1,106,1,12,0.007,5,1,8,-0.123
6533,1,106,1,8,-0.123,5,1,12,0.007
6534,1,106,1,8,-0.123,5,1,8,-0.123
6535,1,106,1,8,-0.123,5,1,8,-0.123
6536,1,106,1,8,-0.123,0,4,1,0.136
6537,1,106,4,1,0.136,0,1,8,-0.123
6538,1,106,1,8,-0.123,0,4,1,0.137
6539,1,106,4,1,0.137,0,1,8,-0.123
6540,1,106,1,8,-0.123,0,4,1,0.137
6541,1,106,4,1,0.137,0,1,8,-0.123
6542,1,106,1,11,0.007,5,1,8,-0.123
6543,1,106,1,8,-0.123,5,1,11,0.007
6544,1,106,1,8,-0.123,5,1,8,-0.123
6545,1,106,1,8,-0.123,5,1,8,-0.123
6546,1,106,1,8,-0.123,5,1,8,-0.123
6547,1,106,1,8,-0.123,5,1,8,-0.123
6548,1,106,1,8,-0.123,5,1,13,0.007
6549,1,106,1,13,0.007,5,1,8,-0.123
6550,1,106,1,13,0.007,5,1,11,-0.093
6551,1,106,1,11,-0.093,5,1,13,0.007
6552,1,106,1,8,-0.123,0,4,1,0.136
6553,1,106,4,1,0.136,0,1,8,-0.123
6554,1,106,1,8,-0.123,0,4,1,0.136
6555,1,106,4,1,0.136,0,1,8,-0.123
6556,1,106,1,8,-0.123,0,4,1,0.136
6557,1,106,4,1,0.136,0,1,8,-0.123
6558,1,106,1,12,0.007,5,1,12,0.007
6559,1,106,1,12,0.007,5,1,12,0.007
6560,1,106,1,12,0.007,5,1,8,-0.123
6561,1,106,1,8,-0.123,5,1,12,0.007
6562,1,106,1,8,-0.123,5,1,11,0.007
6563,1,106,1,11,0.007,5,1,8,-0.123
6564,1,106,1,11,0.007,5,1,11,0.007
6565,1,106,1,11,0.007,5,1,11,0.007
6566,1,106,1,11,0.007,5,1,8,-0.123
6567,1,106,1,8,-0.123,5,1,11,0.007
6568,1,106,1,8,-0.123,5,1,12,0.007
6569,1,106,1,12,0.007,5,1,8,-0.123
6570,1,106,1,8,-0.123,0,4,1,0.136
6571,1,106,4,1,0.136,0,1,8,-0.123
6572,1,106,1,8,-0.123,0,4,1,0.137
6573,1,106,4,1,0.137,0,1,8,-0.123
6574,1,106,1,11,0.007,5,1,8,-0.123
6575,1,106,1,8,-0.123,5,1,11,0.007
6576,1,106,1,8,-0.123,5,1,8,-0.123
6577,1,106,1,8,-0.123,5,1,8,-0.123
